,player_id,kickoff_time,performance_id,total_points,assists,goals_scored,goals_conceded,clean_sheet,bonus,yellow_cards,saves,bps,threat,influence,creativity,expected_assists,expected_goals,expected_goals_conceded,difficulty,minutes_played,position_id,season_start_year,player_name,position,assists_3_game_mean,goals_scored_3_game_mean,goals_conceded_3_game_mean,clean_sheet_3_game_mean,bonus_3_game_mean,yellow_cards_3_game_mean,saves_3_game_mean,bps_3_game_mean,threat_3_game_mean,influence_3_game_mean,creativity_3_game_mean,expected_assists_3_game_mean,expected_goals_3_game_mean,expected_goals_conceded_3_game_mean,total_points_3_game_mean,assists_5_game_mean,goals_scored_5_game_mean,goals_conceded_5_game_mean,clean_sheet_5_game_mean,bonus_5_game_mean,yellow_cards_5_game_mean,saves_5_game_mean,bps_5_game_mean,threat_5_game_mean,influence_5_game_mean,creativity_5_game_mean,expected_assists_5_game_mean,expected_goals_5_game_mean,expected_goals_conceded_5_game_mean,total_points_5_game_mean,assists_7_game_mean,goals_scored_7_game_mean,goals_conceded_7_game_mean,clean_sheet_7_game_mean,bonus_7_game_mean,yellow_cards_7_game_mean,saves_7_game_mean,bps_7_game_mean,threat_7_game_mean,influence_7_game_mean,creativity_7_game_mean,expected_assists_7_game_mean,expected_goals_7_game_mean,expected_goals_conceded_7_game_mean,total_points_7_game_mean,assists_10_game_mean,goals_scored_10_game_mean,goals_conceded_10_game_mean,clean_sheet_10_game_mean,bonus_10_game_mean,yellow_cards_10_game_mean,saves_10_game_mean,bps_10_game_mean,threat_10_game_mean,influence_10_game_mean,creativity_10_game_mean,expected_assists_10_game_mean,expected_goals_10_game_mean,expected_goals_conceded_10_game_mean,total_points_10_game_mean
0,2,2022-11-05 15:00:00,101083,2,0,0,2,False,0,0,3,16,0.0,19.4,0.0,0.0,0.0,0.0,5,90,1,2022,Leno,GKP,0.0,0.0,1.0,0.5,1.5,0.0,4.25,27.0,0.0,35.4,0.0,0.0,0.0,0.0,6.25,0.0,0.0,1.8333333333333333,0.3333333333333333,1.0,0.0,4.666666666666667,24.333333333333332,0.0,37.26666666666667,0.0,0.0,0.0,0.0,4.833333333333333,0.0,0.0,1.875,0.25,0.75,0.0,4.625,22.75,0.0,36.15,0.0,0.0,0.0,0.0,4.125,0.0,0.0,1.8181818181818181,0.18181818181818182,0.5454545454545454,0.0,4.363636363636363,21.09090909090909,0.0,34.61818181818182,0.9090909090909091,0.0,0.0,0.0,3.6363636363636362
1,2,2022-11-13 16:30:00,101065,5,0,0,2,False,2,0,8,29,0.0,0.0,0.0,0.00113,0.0,2.5776,3,90,1,2022,Leno,GKP,0.0,0.0,1.0,0.5,1.5,0.0,4.0,26.5,0.0,32.35,0.0,0.0,0.0,0.0,6.25,0.0,0.0,1.5,0.3333333333333333,1.0,0.0,4.166666666666667,23.5,0.0,32.13333333333333,0.0,0.0,0.0,0.0,4.833333333333333,0.0,0.0,1.875,0.25,0.75,0.0,4.0,21.625,0.0,31.375,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.8181818181818181,0.18181818181818182,0.5454545454545454,0.0,4.363636363636363,21.181818181818183,0.0,34.03636363636363,0.9090909090909091,0.0,0.0,0.0,3.6363636363636362
2,2,2022-12-26 15:00:00,101084,6,0,0,0,True,0,0,0,23,0.0,4.8,0.0,0.00033,0.0,0.3977,2,90,1,2022,Leno,GKP,0.0,0.0,1.5,0.25,1.25,0.0,4.5,23.75,0.0,20.6,0.0,0.0002825,0.0,0.6444,4.75,0.0,0.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,4.666666666666667,25.5,0.0,26.833333333333332,0.0,0.00018833333333333332,0.0,0.4296,5.333333333333333,0.0,0.0,1.875,0.25,1.0,0.0,4.875,23.875,0.0,30.375,0.0,0.00014125,0.0,0.3222,4.5,0.0,0.0,1.8181818181818181,0.18181818181818182,0.7272727272727273,0.0,4.545454545454546,21.818181818181817,0.0,29.781818181818185,0.9090909090909091,0.00010272727272727273,0.0,0.23432727272727272,3.8181818181818183
3,2,2022-12-31 15:00:00,101066,2,0,0,1,False,0,0,2,20,0.0,19.2,0.0,0.00423,0.0,0.7941,2,90,1,2022,Leno,GKP,0.0,0.0,1.0,0.5,1.25,0.0,3.75,25.75,0.0,15.95,0.0,0.000365,0.0,0.743825,5.75,0.0,0.0,1.0,0.5,1.3333333333333333,0.0,4.0,26.333333333333332,0.0,22.366666666666664,0.0,0.00024333333333333333,0.0,0.4958833333333333,6.0,0.0,0.0,1.375,0.375,1.0,0.0,4.125,24.125,0.0,24.7,0.0,0.0001825,0.0,0.3719125,5.0,0.0,0.0,1.7272727272727273,0.2727272727272727,0.7272727272727273,0.0,4.363636363636363,22.727272727272727,0.0,28.490909090909096,0.0,0.00013272727272727272,0.0,0.27048181818181816,4.181818181818182
4,2,2023-01-03 19:45:00,101085,10,0,0,0,True,3,1,6,29,0.0,43.8,0.0,0.00051,0.0,1.6855,3,90,1,2022,Leno,GKP,0.0,0.0,1.25,0.25,0.5,0.0,3.25,22.0,0.0,10.85,0.0,0.0014225000000000002,0.0,0.94235,3.75,0.0,0.0,1.1666666666666667,0.3333333333333333,0.8333333333333334,0.0,3.3333333333333335,23.0,0.0,17.733333333333334,0.0,0.0009483333333333335,0.0,0.6282333333333333,4.5,0.0,0.0,1.125,0.375,1.0,0.0,3.75,24.5,0.0,23.125,0.0,0.0007112500000000001,0.0,0.471175,5.0,0.0,0.0,1.6363636363636365,0.2727272727272727,0.7272727272727273,0.0,3.8181818181818183,22.272727272727273,0.0,25.0,0.0,0.0005172727272727273,0.0,0.3426727272727273,4.090909090909091
5,2,2023-01-12 20:00:00,101067,4,0,0,1,False,0,1,9,25,0.0,66.8,0.0,5e-05,0.0,2.1298,3,90,1,2022,Leno,GKP,0.0,0.0,0.75,0.5,1.25,0.25,4.0,25.25,0.0,16.95,0.0,0.00155,0.0,1.363725,5.75,0.0,0.0,0.8333333333333334,0.5,1.3333333333333333,0.16666666666666666,3.8333333333333335,25.333333333333332,0.0,21.13333333333333,0.0,0.0010333333333333334,0.0,0.90915,5.833333333333333,0.0,0.0,0.875,0.5,1.375,0.125,4.0,25.875,0.0,24.65,0.0,0.000775,0.0,0.6818625,6.0,0.0,0.0,1.4545454545454546,0.36363636363636365,1.0,0.09090909090909091,4.2727272727272725,23.90909090909091,0.0,28.254545454545454,0.0,0.0005636363636363636,0.0,0.4959,4.909090909090909
6,2,2023-01-15 14:00:00,101086,3,0,0,1,False,0,0,4,19,0.0,32.6,0.0,0.00102,0.0,2.1277,4,90,1,2022,Leno,GKP,0.0,0.0,0.5,0.5,0.75,0.5,4.25,24.25,0.0,33.65,0.0,0.0012799999999999999,0.0,1.2517749999999999,5.5,0.0,0.0,1.0,0.3333333333333333,0.8333333333333334,0.3333333333333333,4.666666666666667,23.666666666666668,0.0,25.666666666666668,0.0,0.0010416666666666667,0.0,1.2641166666666666,4.833333333333333,0.0,0.0,1.0,0.375,1.0,0.25,4.375,24.0,0.0,27.125,0.0,0.0007812499999999999,0.0,0.9480875,5.125,0.0,0.0,1.1818181818181819,0.36363636363636365,1.0,0.18181818181818182,4.545454545454546,24.272727272727273,0.0,29.763636363636362,0.0,0.0005681818181818182,0.0,0.6895181818181818,5.090909090909091
7,2,2023-01-23 20:15:00,101068,2,0,0,1,False,0,0,2,12,0.0,19.0,0.0,0.00194,0.0,0.8957,3,90,1,2022,Leno,GKP,0.0,0.0,0.75,0.25,0.75,0.5,5.25,23.25,0.0,40.599999999999994,0.0,0.0014524999999999998,0.0,1.684275,4.75,0.0,0.0,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.3333333333333333,4.833333333333333,24.166666666666668,0.0,27.866666666666664,0.0,0.0012116666666666667,0.0,1.6187333333333331,5.0,0.0,0.0,0.875,0.375,1.0,0.25,4.5,24.5,0.0,28.275,0.0,0.0009087499999999999,0.0,1.2140499999999999,5.25,0.0,0.0,1.0,0.36363636363636365,1.0,0.18181818181818182,4.454545454545454,24.454545454545453,0.0,29.836363636363636,0.0,0.0006609090909090909,0.0,0.8829454545454545,5.181818181818182
8,2,2023-02-03 20:00:00,101087,6,0,0,0,True,0,0,2,27,0.0,19.8,0.0,0.0,0.0,1.54,4,90,1,2022,Leno,GKP,0.0,0.0,0.75,0.25,0.75,0.5,5.25,21.25,0.0,40.55,0.0,0.00088,0.0,1.709675,4.75,0.0,0.0,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,3.8333333333333335,21.333333333333332,0.0,31.03333333333333,0.0,0.0013466666666666668,0.0,1.3384166666666666,4.5,0.0,0.0,1.0,0.25,0.625,0.25,4.25,21.625,0.0,25.7,0.0,0.00115125,0.0,1.3260125,4.25,0.0,0.0,0.9090909090909091,0.36363636363636365,1.0,0.18181818181818182,4.2727272727272725,23.90909090909091,0.0,28.690909090909088,0.0,0.0008372727272727272,0.0,0.9643727272727273,5.181818181818182
9,2,2023-02-11 15:00:00,101069,6,0,0,0,True,0,0,1,28,0.0,16.2,0.0,0.0,0.0,0.67,2,90,1,2022,Leno,GKP,0.0,0.0,0.75,0.25,0.0,0.25,4.25,20.75,0.0,34.55,0.0,0.0007525,0.0,1.6733,3.75,0.0,0.0,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,4.166666666666667,22.0,0.0,33.53333333333334,0.0,0.0012916666666666667,0.0,1.5288000000000002,4.5,0.0,0.0,0.75,0.375,0.625,0.25,4.125,23.0,0.0,25.75,0.0,0.00115125,0.0,1.5185125,4.75,0.0,0.0,0.9090909090909091,0.36363636363636365,0.7272727272727273,0.18181818181818182,3.909090909090909,22.727272727272727,0.0,26.218181818181822,0.0,0.0008372727272727272,0.0,1.1043727272727273,4.7272727272727275
